,Unnamed: 0,Portal,Título,Resumo,Data,URL,sentimento,confianca
505,505,Joven Pan,Enchente histórica em Porto Alegre afeta serviços públicos e deixa 4.000 residências sem água e luz,"Rio Guaíba chegou a 4,58 metros nesta sexta-feira e inundou centro histórico da capital gaúcha; energia elétrica foi cortada por recomendação das autoridades locais",2024-05-03 20:32:00,https://jovempan.com.br/noticias/brasil/enchente-historica-em-porto-alegre-afeta-servicos-publicos-e-deixa-4-000-residencias-sem-agua-e-luz.html,negative,0.6176210641860962
506,506,Joven Pan,Saiba como ajudar as vítimas das chuvas no Rio Grande do Sul,Autoridades e famosos reforçam campanha de doações de sangue e recursos após devastação causada pelas enchentes no Estado,2024-05-03 15:49:00,https://jovempan.com.br/noticias/brasil/saiba-como-ajudar-as-vitimas-das-chuvas-no-rio-grande-do-sul.html,negative,0.47386953234672546
507,507,Joven Pan,Rio Grande do Sul já tem 39 mortos devido às intensas chuvas que atingem o Estado,"Estado já tem quase 8 mil pessoas em abrigos e outros 23.598 desalojados; CBF adiou partidas envolvendo times gaúchos no Brasileiro, e governo adiou as provas do Concurso Nacional Unificado (CNU)",2024-05-03 15:01:00,https://jovempan.com.br/noticias/brasil/rio-grande-do-sul-ja-tem-37-mortos-devido-as-intensas-chuvas-que-atingem-o-estado.html,negative,0.7832551598548889
508,508,Joven Pan,Governo adia ‘Enem dos Concursos’ devido às chuvas no Rio Grande do Sul,"Ministério da Gestão havia informado que provas seriam mantidas mesmo no Estado, mas mudou de ideia para não prejudicar nenhum candidato; nova data deve ser informada no prazo de suas semanas",2024-05-03 14:30:00,https://jovempan.com.br/noticias/brasil/governo-adia-enem-dos-concursos-devido-as-chuvas-no-rio-grande-do-sul.html,negative,0.5949074625968933
509,509,Joven Pan,"Chuvas chegam a Santa Catarina, causam estragos e deixam um morto","Fortes chuvas em Santa Catarina deixam um morto, feridos e desabrigados. Tornado também é registrado, causando estragos",2024-05-03 14:02:00,https://jovempan.com.br/noticias/brasil/chuvas-causam-estragos-e-deixam-morto-em-santa-catarina.html,negative,0.8704731464385986
510,510,Joven Pan,CBF adia jogos de equipes gaúchas devido às fortes chuvas no Rio Grande do Sul,"Medida afeta 12 jogos de diversas competições e divisões do futebol brasileiro; Estado vive situação de emergência, com 31 mortos, 74 desaparecidos e 56 feridos",2024-05-03 13:13:00,https://jovempan.com.br/noticias/brasil/cbf-adia-jogos-de-equipes-gauchas-devido-as-fortes-chuvas-no-rio-grande-do-sul.html,negative,0.8024642467498779
511,511,Joven Pan,"Chuva no RS: Rio Guaíba ultrapassa cota de inundação, e água invade o Cais Mauá","Defesa Civil orientou moradores de Porto Alegre, Guaíba e Eldorado do Sul, a evacuarem e buscarem abrigos públicos ou locais seguros",2024-05-02 18:25:00,https://jovempan.com.br/noticias/brasil/chuva-no-rs-rio-guaiba-ultrapassa-cota-de-inundacao-e-agua-invade-o-cais-maua.html,negative,0.6353394389152527
512,512,Joven Pan,Barragem na Serra Gaúcha se rompe devido à força da chuva e deixa cidades próximas em alerta,"Colapso de estrutura no Rio das Antas elevou o nível do Rio Taquari; Defesa Civil orienta moradores de Santa Tereza, Muçum, Roca Sales, Arroio do Meio, Encantado, Colinas e Lajeado a procurarem locais seguros",2024-05-02 15:57:00,https://jovempan.com.br/noticias/brasil/barragem-na-serra-gaucha-rompe-devido-aos-temporais-no-rio-grande-do-sul.html,negative,0.5556748509407043
513,513,Joven Pan,Eduardo Leite pede para moradores de Gramado e Canela deixarem suas casas devido ao risco de enchente,"Alerta também abrange os municípios de São Francisco de Paula, Nova Petrópolis, Vale Real e Feliz; governo do Estado decretou estado de calamidade pública",2024-05-02 15:20:00,https://jovempan.com.br/noticias/brasil/eduardo-leite-pede-para-moradores-de-gramado-e-canela-deixarem-suas-casas-devido-ao-risco-de-enchente.html,negative,0.8475695848464966
514,514,Joven Pan,Sobe para 31 o número de mortes devido às fortes chuvas no Rio Grande do Sul,"A Defesa Civil registra 29 mortes e demais foram confirmadas por prefeituras, Corpo de Bombeiros, Polícia Militar e órgãos locais; cerca de 67 mil pessoas foram atingidas pelo desastre ambiental no Rio Grande do Sul",2024-05-02 11:13:00,https://jovempan.com.br/noticias/brasil/sobe-para-32-o-numero-de-mortes-devido-as-fortes-chuvas-no-rio-grande-do-sul.html,negative,0.7977249026298523
515,515,Joven Pan,Eduardo Leite diz que Rio Grande do Sul vive pior tragédia da história e não tem capacidade para fazer todos os resgates,"Governador pediu socorro para o presidente Luiz Inácio Lula da Silva, dizendo que o Estado vive ‘situação de guerra’; saldo até agora é de 10 mortos, 21 desaparecidos e 11 feridos, além de mais de 3.400 desalojados",2024-05-01 20:05:00,https://jovempan.com.br/noticias/brasil/eduardo-leite-diz-que-rio-grande-do-sul-vive-pior-tragedia-da-historia-e-nao-tem-capacidade-para-fazer-todos-os-resgates.html,negative,0.9264970421791077
516,516,Joven Pan,FAB auxilia no resgate de pessoas ilhadas pelas enchentes no Rio Grande do Sul,Dois helicópteros H-60 Black Hawk foram mobilizados para a missão humanitária; temporais no Estado já deixaram dez mortos e 21 desaparecidos,2024-05-01 14:38:00,https://jovempan.com.br/noticias/brasil/fab-auxilia-no-resgate-de-pessoas-ilhadas-pelas-enchentes-no-rio-grande-do-sul.html,negative,0.665215790271759
517,517,Joven Pan,Fiscalização da Lei Seca flagra ‘fadas’ cobrando para ajudar motoristas na blitz,"Flagrante foi feito por um drone operado pelos agentes da Lei Seca na Barra da Tijuca, zona oeste, no dia 14 de abril",2024-04-21 22:43:00,https://jovempan.com.br/noticias/brasil/fiscalizacao-da-lei-seca-flagra-fadas-cobrando-para-ajudar-motoristas-na-blitz.html,negative,0.6449807286262512
518,518,Joven Pan,Vice-presidente da Braskem admite culpa da empresa no desastre ambiental de Maceió,"Petroquímica fazia extração de sal-gema na capital alagoana, mas atividade resultou no afundamento do solo e, consequentemente, na evacuação de diversos bairros",2024-04-10 15:40:00,https://jovempan.com.br/noticias/brasil/vice-presidente-da-braskem-admite-culpa-da-empresa-no-desastre-ambiental-de-maceio.html,negative,0.8843564987182617
519,519,Joven Pan,Chuvas em Salvador causam alagamentos e deslizamentos,"Sirenes foram acionadas em 14 localidades da periferia da cidade, orientando os moradores a deixarem suas casas",2024-04-08 23:54:00,https://jovempan.com.br/noticias/brasil/chuvas-em-salvador-causam-alagamentos-e-deslizamentos.html,negative,0.7162927985191345
520,520,Joven Pan,Espírito Santo tem ao menos 20 mil desalojados por causa das chuvas,Previsão para os próximos dias é de mais temporal; número de mortos chegou a 20,2024-03-27 17:39:00,https://jovempan.com.br/noticias/brasil/espirito-santo-tem-ao-menos-20-mil-desalojados-por-causa-das-chuvas.html,negative,0.7448617219924927
521,521,Joven Pan,Espírito Santo contabiliza 19 mortos por consequência das chuvas,"Estima-se que 7.287 mil pessoas estejam desalojadas, e outras 411 desabrigadas nos municípios de Apiacá, Mimoso do Sul, Vargem Alta e Bom Jesus do Norte",2024-03-25 18:58:00,https://jovempan.com.br/noticias/brasil/espirito-santo-contabiliza-19-mortos-por-consequencia-das-chuvas.html,negative,0.7698075771331787
522,522,Joven Pan,Chuvas deixam 17 mortes no Espírito Santo,"Desalojados no estado são mais de 5,4 mil e desalojados, 255",2024-03-24 21:17:00,https://jovempan.com.br/noticias/brasil/chuvas-deixam-17-mortes-no-espirito-santo.html,negative,0.7078520059585571
523,523,Joven Pan,Sobe para 24 o número de mortos por chuvas no Rio de Janeiro e Espírito Santo,"Inmet (Instituto Nacional de Meteorologia) prevê mais chuvas para o Sudeste do Brasil para este domingo, 24",2024-03-24 10:45:00,https://jovempan.com.br/noticias/brasil/sobe-para-20-o-numero-de-mortos-por-chuvas-no-rio-de-janeiro-e-espirito-santo.html,negative,0.6362361311912537
524,524,Joven Pan,Chuvas atingem sudeste do Brasil e deixam ao menos 12 mortos,"Rio de Janeiro e Espírito Santo foram as regiões mais afetadas; estado carioca contabiliza oito vítimas fatais, enquanto o capixaba soma quatro",2024-03-23 20:31:00,https://jovempan.com.br/noticias/brasil/chuvas-atingem-sudeste-do-brasil-e-deixam-ao-menos-12-mortos.html,negative,0.8168085813522339
525,525,Joven Pan,Sobe para 8 número de mortos pelas chuvas no Rio; Petrópolis decreta emergência,"De acordo com a Defesa Civil de Petrópolis, já foram registrados 75 deslizamentos no município; previsão para este sábado é de mais chuva na Baixada Fluminense",2024-03-23 11:46:00,https://jovempan.com.br/noticias/brasil/sobe-para-7-numero-de-mortos-pelas-chuvas-no-rio-petropolis-decreta-emergencia.html,negative,0.7522488832473755
526,526,Joven Pan,"Deslizamentos deixam 3 mortos e 2 desaparecidos em Petrópolis, no Rio","A chuva já causou 75 deslizamentos de terra em Petrópolis, na Região Serrana, até o início da noite",2024-03-22 20:42:00,https://jovempan.com.br/noticias/brasil/deslizamentos-deixam-3-mortos-e-2-desaparecidos-em-petropolis-no-rio.html,negative,0.8602167963981628
527,527,Joven Pan,"Chuva na região serrana do Rio pode ter mesmo volume que causou tragédia em 2011, alerta Cemaden","Neste fim de semana, RJ deve enfrentar temporais com acumulados superiores a 200 milímetros por dia",2024-03-22 19:16:00,https://jovempan.com.br/noticias/brasil/chuva-na-regiao-serrana-do-rio-pode-ter-mesmo-volume-que-causou-tragedia-em-2011-alerta-cemaden.html,negative,0.5737482309341431
528,528,Joven Pan,Petrópolis está em estado de alerta após chuvas intensas,Sistema de sirenes da cidade foi acionado para alertar a população sobre a situação,2024-03-22 18:29:00,https://jovempan.com.br/noticias/brasil/petropolis-esta-em-estado-de-alerta-apos-chuvas-intensas.html,positive,0.6154869794845581
529,529,Joven Pan,"Por risco de tempestades, Parque da Ciência, no Butantan, estará fechado neste sábado","Ingressos que foram previamente adquiridos poderão ser utilizados em data futura, sem prejuízos para os visitantes, segundo o Butantan",2024-03-22 15:27:00,https://jovempan.com.br/noticias/brasil/por-risco-de-tempestades-parque-da-ciencia-no-butantan-estara-fechado-neste-sabado.html,positive,0.42781388759613037
530,530,Joven Pan,Cidade do Rio decreta ponto facultativo por previsão de chuva forte,Objetivo é reduzir circulação de pessoas na capital,2024-03-22 08:51:00,https://jovempan.com.br/noticias/brasil/cidade-do-rio-decreta-ponto-facultativo-por-previsao-de-chuva-forte.html,negative,0.500845193862915
531,531,Joven Pan,"Chuva provoca estragos, alagamentos e deslizamento de terra no Estado de São Paulo e deixa uma pessoa morta",Jovem de 20 anos foi levada pela enxurrada na cidade de Brotas; bombeiros encontraram o corpo dela neste domingo,2024-03-10 15:57:00,https://jovempan.com.br/noticias/brasil/chuva-provoca-estragos-alagamentos-e-deslizamento-de-terra-no-estado-de-sao-paulo-e-deixa-uma-pessoa-morta.html,negative,0.9427980780601501
532,532,Joven Pan,Inmet emite alerta de tempestade para Sul do Brasil e chuvas no Nordeste,"Regiões enfrentam possibilidade de granizo, ventos fortes e riscos de danos; Rio e São Paulo podem ter chuvas fracas",2024-03-09 09:24:00,https://jovempan.com.br/noticias/brasil/inmet-emite-alerta-de-tempestade-para-sul-do-brasil-e-chuvas-no-nordeste.html,negative,0.5696460008621216
533,533,Joven Pan,Inmet alerta para perigo de chuva forte em todo o Brasil nesta sexta-feira,"Segundo o instituto, o país deve enfrentar temporais até 11 de março; há risco de corte de energia, queda de galhos de árvores e alagamentos",2024-03-08 07:50:00,https://jovempan.com.br/noticias/brasil/inmet-alerta-para-perigo-de-chuva-forte-em-todo-o-brasil-nesta-sexta-feira.html,negative,0.6375869512557983
534,534,Joven Pan,Inmet emite alerta de chuvas intensas em todo o Brasil,"Aviso aponta risco de corte de energia elétrica, queda de galhos de árvores e alagamentos",2024-03-07 11:30:00,https://jovempan.com.br/noticias/brasil/inmet-emite-alerta-de-chuvas-intensas-em-todo-o-brasil.html,negative,0.5583681464195251
535,535,Joven Pan,"Chuva alaga ruas de São Paulo, invade estações de trem e metrô e deixa pessoas ilhadas","Tempestade causou transtornos nas obras da Linha Laranja do Metrô, deixou estação da Luz sem energia e impediu transferência em alguns terminais; carros ficaram submersos em diversos pontos da cidade",2024-03-05 21:08:00,https://jovempan.com.br/noticias/brasil/chuva-alaga-ruas-de-sao-paulo-invade-estacoes-de-trem-e-metro-e-deixa-pessoas-ilhadas.html,negative,0.8662973046302795
536,536,Joven Pan,"Defesa Civil diz que Acre tem ‘probabilidade muito alta’ de enxurradas, alagamentos e inundações",Número de cidades em situação de emergência subiu de 17 para 19; estima-se que cerca de 100 mil pessoas foram afetadas pelas cheias no Estado,2024-03-03 10:47:00,https://jovempan.com.br/noticias/brasil/defesa-civil-diz-que-acre-tem-probabilidade-muito-alta-de-enxurradas-alagamentos-e-inundacoes.html,negative,0.8909856081008911
537,537,Joven Pan,Enchentes no Acre deixam 11 mil pessoas sem residência e 17 cidades em estado de emergência,Rio que leva o nome do Estado transbordou devido às fortes chuvas que atingem a região; territórios indígenas também foram afetados,2024-02-27 18:40:00,https://jovempan.com.br/noticias/brasil/enchentes-no-acre-deixam-11-mil-pessoas-sem-residencia-e-17-cidades-em-estado-de-emergencia.html,negative,0.7490125298500061
538,538,Joven Pan,Chuva forte em São Paulo causa 13 pontos de alagamento e deixa cidade em estado de atenção,"A chuva iniciou pelo período da manhã, de forma isolada e sem concentração em uma região específica",2024-02-20 16:44:00,https://jovempan.com.br/noticias/brasil/cge-emite-alerta-para-fortes-chuvas-em-sao-paulo.html,negative,0.6484732031822205
539,539,Joven Pan,Mulher morre eletrocutada após usar chapinha e secador conectados na mesma extensão,Marido encontrou a vítima no chão com um fio de extensão enrolado no corpo,2024-02-19 13:15:00,https://jovempan.com.br/noticias/brasil/mulher-morre-eletrocutada-apos-usar-chapinha-e-secador-conectados-na-mesma-extensao.html,negative,0.7668629288673401
540,540,Joven Pan,Parte do muro do Cemitério do Araçá cai após forte chuva em São Paulo,A Defesa Civil afirmou que foram registrados 91mm acumulados de chuva nas últimas 12 horas em todo o Estado,2024-02-14 17:08:00,https://jovempan.com.br/noticias/brasil/parte-do-muro-do-cemiterio-do-araca-cai-apos-forte-chuva-em-sao-paulo.html,negative,0.6114598512649536
541,541,Joven Pan,Chuva deixa ruas de São Paulo alagadas,"CGE aconselha a população a evitar transitar por vias alagadas, não enfrentar correntezas e manter distância de árvores e da rede elétrica",2024-01-28 13:12:00,https://jovempan.com.br/noticias/brasil/chuva-deixa-ruas-de-sao-paulo-alagadas.html,negative,0.4581051468849182
542,542,Joven Pan,Duas crianças morrem durante fortes chuvas na Bahia,"Incidente ocorreu em Elísio Medrado, no interior do Estado, quando um carro com cinco ocupantes foi arrastado pela correnteza do Rio Paraguaçu",2024-01-28 12:09:00,https://jovempan.com.br/noticias/brasil/duas-criancas-morrem-durante-fortes-chuvas-na-bahia.html,negative,0.7790306806564331
543,543,Joven Pan,São Paulo entra em estado de atenção após fortes chuvas que provocaram quedas de árvore e pontos de alagamentos,"Após às 18h, o Corpo de Bombeiros havia registrado 26 chamados; não há registro de vítimas até o momento",2024-01-27 22:15:00,https://jovempan.com.br/noticias/brasil/sao-paulo-entra-em-estado-de-atencao-apos-fortes-chuvas-que-provocaram-quedas-de-arvore-e-pontos-de-alagamento.html,negative,0.7973347306251526
544,544,Joven Pan,"Chuva diminui no litoral paulista, mas fechamento de rodovias prejudica volta para casa",Mogi-Bertioga e um trecho da Tamoios estão interditados devido a deslizamentos e outros problemas decorrentes dos temporais,2024-01-27 08:11:00,https://jovempan.com.br/programas/jornal-da-manha/chuva-diminui-no-litoral-paulista-mas-fechamento-de-rodovias-prejudica-volta-para-casa.html,negative,0.7975979447364807
545,545,Joven Pan,"Justiça condena Vale, Samarco e BHP a pagar R$ 47,6 bilhões por desastre de Mariana",Juiz federal substituto Vinicius Cobucci determinou que a quantia vá para um fundo administrado pelo governo federal e seja utilizada em projetos e iniciativas nas áreas impactadas,2024-01-26 09:26:00,https://jovempan.com.br/noticias/brasil/justica-condena-vale-samarco-e-bhp-a-pagar-r-476-bilhoes-por-desastre-de-mariana.html,negative,0.7425110936164856
546,546,Joven Pan,Chuva no litoral abre cratera em São Sebastião e faz Santos colocar morros em atenção,Buraco se abriu na praia de Maresias devido ao rompimento de uma tubulação de drenagem,2024-01-25 21:58:00,https://jovempan.com.br/noticias/brasil/chuva-no-litoral-abre-cratera-em-sao-sebastiao-e-faz-santos-colocar-morros-em-atencao.html,negative,0.5257493257522583
547,547,Joven Pan,Rodovia Mogi-Bertioga é interditada após deslizamento de barreira e pedra,Previsão é que a rodovia só seja liberada na sexta-feira; outras rodovias também foram afetadas pelas chuvas,2024-01-25 12:08:00,https://jovempan.com.br/noticias/brasil/rodovia-mogi-bertioga-e-interditada-apos-deslizamento-de-barreira-e-pedra.html,negative,0.5684732794761658
548,548,Joven Pan,Chuva intensa causa estragos e deixa 25 pessoas ilhadas em Belo Horizonte,"Segundo a Polícia Rodoviária Federal, o volume de água foi tão alto que chegou a quase um metro, arrastando alguns veículos",2024-01-24 08:13:00,https://jovempan.com.br/noticias/brasil/chuva-intensa-causa-estragos-e-deixa-25-pessoas-ilhadas-em-belo-horizonte.html,negative,0.8429000377655029
549,549,Joven Pan,Alerta de chuvas intensas em 21 Estados e no Distrito Federal nesta terça,"Boletim meteorológico do Inmet aponta para a ocorrência de temporais e ‘perigo iminente’ em regiões de São Paulo e Minas Gerais; há riscos de formação de enxurradas, inundações e alagamentos",2024-01-23 07:47:00,https://jovempan.com.br/noticias/brasil/alerta-de-chuvas-intensas-em-21-estados-e-no-distrito-federal-nesta-terca.html,negative,0.7850263118743896
550,550,Joven Pan,Chuva intensa causa alagamentos e bloqueia Avenida Brasil no Rio de Janeiro,Prefeito Eduardo Paes fez apelo para que a população evite se deslocar pela cidade durante temporais,2024-01-21 09:44:00,https://jovempan.com.br/noticias/brasil/chuva-intensa-causa-alagamentos-e-bloqueia-avenida-brasil-no-rio-de-janeiro.html,negative,0.7433645725250244
551,551,Joven Pan,"Temporal provoca deslizamentos, queda de árvore e alagamentos no Rio de Janeiro; sirenes são acionadas","Segundo o Centro de Operações da Prefeitura, a capital fluminense entrou no Estágio 3 na madrugada deste domingo, 21, o que indica que ‘uma ou mais ocorrências já impactam o município’",2024-01-21 07:46:00,https://jovempan.com.br/noticias/brasil/temporal-provoca-deslizamentos-queda-de-arvore-e-alagamentos-no-rio-de-janeiro-sirenes-sao-acionadas.html,negative,0.8477858901023865
552,552,Joven Pan,São Paulo entra em ‘estado de atenção’ após chuvas intensas neste sábado,Previsão é de pancadas de chuva em todas as regiões da capital nas próximas horas,2024-01-20 19:36:00,https://jovempan.com.br/noticias/brasil/sao-paulo-entra-em-estado-de-atencao-apos-chuvas-intensas-neste-sabado.html,positive,0.6205258965492249
553,553,Joven Pan,"Temporal em São Paulo causa alagamentos, queda de árvores e prejudica voos",O Corpo de Bombeiros atendeu ocorrências em diversos pontos da capital e da região metropolitana,2024-01-19 22:34:00,https://jovempan.com.br/noticias/brasil/temporal-em-sao-paulo-causa-alagamentos-queda-de-arvores-e-prejudica-voos.html,negative,0.9138273596763611
554,554,Joven Pan,Defesa Civil alerta para fortes chuvas em todo o Estado de São Paulo neste final de semana,Frente fria pode provocar grande volume de chuvas na Grande São Paulo e no litoral,2024-01-18 21:04:00,https://jovempan.com.br/noticias/brasil/defesa-civil-alerta-para-fortes-chuvas-em-todo-o-estado-neste-final-de-semana.html,negative,0.654828667640686
555,555,Joven Pan,São Paulo tem alerta para chuva forte e granizo; RS terá ventos de até 100km/h e temporais,"Frente fria avança pelo país e traz condições climáticas diversas em todas as regiões nesta quarta-feira, 17",2024-01-17 08:52:00,https://jovempan.com.br/noticias/brasil/sao-paulo-tem-alerta-para-risco-de-chuva-forte-queda-de-granizo-e-transtornos.html,positive,0.8080472350120544
556,556,Joven Pan,São Paulo entra em alerta de ‘perigo potencial’ para chuva intensa,"Acumulado na cidade já chegou a 136,4 mm, representando 53,2% do esperado para o mês; Rio de Janeiro, Região Norte e Sul do Brasil também vão ter instabilidades",2024-01-16 12:57:00,https://jovempan.com.br/noticias/brasil/sao-paulo-entra-em-alerta-de-perigo-potencial-para-chuva-intensa.html,positive,0.7912237048149109
557,557,Joven Pan,Sobe para 12 o número de mortos por causa das chuvas no RJ; governo antecipa Bolsa Família para famílias afetadas,"Pagamentos vão ocorrer no dia 18 devido ao estado de calamidade em Belford Roxo, São João de Meriti, Nova Iguaçu e na capital; prefeituras podem solicitar recursos da União para compra de alimentos, água e combustível",2024-01-15 17:16:00,https://jovempan.com.br/noticias/brasil/sobe-para-12-o-numero-de-mortos-por-causa-das-chuvas-no-rj-governo-antecipa-bolsa-familia-para-familias-afetadas.html,negative,0.7011623382568359
558,558,Joven Pan,"De volta das férias em Orlando devido às chuvas, Cláudio Castro faz cobrança ao governo federal","Gestor estadual pede que o Palácio do Planalto encontre uma solução para a rodovia BR-040, que ficou alagada após o temporal do fim de semana",2024-01-15 16:16:00,https://jovempan.com.br/noticias/brasil/de-volta-das-ferias-em-orlando-devido-as-chuvas-claudio-castro-faz-cobranca-ao-governo-federal.html,negative,0.9117476344108582
559,559,Joven Pan,"Com previsão de novos temporais, RJ tem alerta de ‘perigo potencial’ e risco de alagamentos e deslizamentos","Segundo o Inmet e o Cemaden-RJ, a previsão é de mais chuva nesta segunda-feira, 15, podendo chegar a 50 mm no dia",2024-01-15 07:28:00,https://jovempan.com.br/noticias/brasil/com-previsao-de-novos-temporais-rj-tem-alerta-de-perigo-potencial-e-risco-de-alagamentos-e-deslizamentos.html,negative,0.5647079348564148
560,560,Joven Pan,Grávida entra em trabalho de parto durante enchente no Rio e precisa ser resgatada de bote; veja vídeo,"Mulher foi deslocada para o Hospital Municipal Ronaldo Gazolla que fica em Acari, Zona Norte da cidade",2024-01-14 16:43:00,https://jovempan.com.br/noticias/brasil/gravida-entra-em-trabalho-de-parte-durante-enchente-no-rio-e-precisa-ser-resgatada-de-bote-veja-video.html,negative,0.5806372165679932
561,561,Joven Pan,Eduardo Paes agradece apoio do governo federal diante das fortes chuvas no Rio de Janeiro,Prefeito carioca reforçou a recomendação para que a população evite deslocamentos e permaneça atenta às informações fornecidas pelo Centro de Operações Rio,2024-01-14 15:39:00,https://jovempan.com.br/noticias/brasil/eduardo-paes-agradece-apoio-do-governo-federal-diante-das-fortes-chuvas-no-rio-de-janeiro.html,positive,0.7345118522644043
562,562,Joven Pan,"Após estragos causados pela chuva, Rio de Janeiro interdita Avenida Brasil e fecha estações do Metrô","Duas pessoas estão desaparecidas, e o Hospital Ronaldo Gazolla, em Acari, ficou alagado e sem energia; capital fluminense está no segundo nível mais alto de atenção",2024-01-14 09:32:00,https://jovempan.com.br/noticias/brasil/apos-estragos-causados-pela-chuva-rio-de-janeiro-interdita-avenida-brasil-e-fecha-estacoes-do-metro.html,negative,0.9038697481155396
563,563,Joven Pan,"Minas Gerais, Espírito Santo e Rio de Janeiro entram em alerta vermelho para chuvas intensas","Segundo o Inmet, 63 municípios estão em risco, com possibilidade de alagamentos, transbordamentos de rios e deslizamentos de encostas",2024-01-14 07:45:00,https://jovempan.com.br/noticias/brasil/minas-gerais-espirito-santo-e-rio-de-janeiro-entram-em-alerta-vermelho-para-chuvas-intensas.html,negative,0.5838091373443604
564,564,Joven Pan,Chuvas em São Paulo deixam duas pessoas mortas; menino de seis anos foi levado pela enxurrada,"Capital paulista recebeu alerta para temporais nos próximos dias, com possibilidade de raios e intensas rajadas de vento",2024-01-13 20:32:00,https://jovempan.com.br/noticias/brasil/chuvas-em-sao-paulo-deixam-duas-pessoas-mortas-menino-de-seis-anos-foi-levado-pela-enxurrada.html,negative,0.6828601956367493
565,565,Joven Pan,Idoso morre em deslizamento de terra causado por chuvas em São Bernardo do Campo,incidente ocorreu durante a madrugada deste sábado,2024-01-13 08:37:00,https://jovempan.com.br/noticias/brasil/idoso-morre-em-deslizamento-de-terra-causado-por-chuvas-em-sao-bernardo-do-campo.html,negative,0.8565822839736938
566,566,Joven Pan,"Inmet emite alerta para chuvas intensas em SP, RJ e MG","De acordo com a previsão, a combinação de calor, alta umidade do ar e um cavado em níveis médios e baixos da atmosfera vai potencializar as áreas de instabilidade",2024-01-12 16:55:00,https://jovempan.com.br/noticias/brasil/inmet-emite-alerta-para-chuvas-intensas-em-sp-rj-e-mg.html,positive,0.7399389147758484
567,567,Joven Pan,Litoral de São Paulo tem alerta para fortes chuvas,"Defesa Civil alerta para risco de deslizamentos, desabamentos, alagamentos, enchentes e ocorrências relacionadas a descargas elétricas e vento; mau tempo pode se estender até segunda-feira, 15",2024-01-12 12:12:00,https://jovempan.com.br/noticias/brasil/litoral-de-sao-paulo-tem-alerta-para-fortes-chuvas.html,negative,0.6585851311683655
568,568,Joven Pan,Chuva causa caos em São Paulo pelo quarto dia consecutivo,"Cidade saiu do estado de atenção, mas deve voltar a chover durante a madrugada; intensidade dos temporais aumentará a partir desta sexta-feira",2024-01-11 19:53:00,https://jovempan.com.br/noticias/brasil/chuva-intensa-causa-alagamentos-e-transtornos-em-sao-paulo.html,negative,0.9016157984733582
569,569,Joven Pan,Motorista de caminhão se salva por pouco de cair de ponte destruída por enchente no Rio Grande do Sul; veja vídeo,"Condutor conseguiu frear o veículo a tempo antes que ele despencasse; de acordo com relatos, ele teria ignorado sinais de bloqueio e continuou a dirigir pelo trecho sem parar",2024-01-11 16:28:00,https://jovempan.com.br/noticias/brasil/motorista-de-caminhao-se-salva-por-pouco-de-caia-de-ponte-destruida-por-enchente-no-rio-grande-do-sul-veja-video.html,negative,0.8212398886680603
570,570,Joven Pan,Inmet alerta para chuvas intensas em São Paulo e Mato Grosso do Sul,População deve estar atenta aos alertas e recomendações das autoridades,2024-01-11 15:19:00,https://jovempan.com.br/noticias/brasil/inmet-alerta-para-chuvas-intensas-em-sao-paulo-e-mato-grosso-do-sul.html,positive,0.7051483988761902
571,571,Joven Pan,El Niño prolonga onda de calor e seca em Santa Catarina até março,Temperaturas no Sul do Brasil devem diminuir apenas após a chegada do outono,2024-01-09 19:57:00,https://jovempan.com.br/noticias/brasil/el-nino-prolonga-onda-de-calor-e-seca-em-santa-catarina-ate-marco.html,negative,0.43418604135513306
572,572,Joven Pan,"Chuva forte em São Paulo mata uma pessoa, causa alagamentos e deixa diversos bairros sem energia",Homem de 62 anos saiu do carro em que estava e foi atingido por um cabo energizado; foi o segundo dia seguido de temporais e vendavais na capital paulista,2024-01-09 18:27:00,https://jovempan.com.br/noticias/brasil/chuva-forte-em-sao-paulo-derruba-92-arvores-e-deixa-cidade-em-estado-de-atencao.html,negative,0.8721150755882263
573,573,Joven Pan,Enel restabelece energia de 70% dos clientes afetados pela forte chuva que atingiu São Paulo,Rajadas de ventos de até 76km/h causaram queda de árvores e galhos danificando trechos da rede elétrica; municípios mais atingidos foram São Paulo e Santo André,2024-01-09 10:05:00,https://jovempan.com.br/noticias/brasil/enel-restabelece-energia-de-70-dos-clientes-afetado-pela-forte-chuva-que-atingiu-sao-paulo.html,negative,0.7571161985397339
574,574,Joven Pan,São Paulo deve ter temperaturas acima de 30°C nesta semana; chuva e calor atingem maioria das capitais do Brasil,"Curitiba apresenta as temperaturas mais baixas, com mínimas entre 16°C e 20°C; tempo chuvoso deve se estender para as próximas semanas",2024-01-08 11:01:00,https://jovempan.com.br/noticias/brasil/sao-paulo-deve-ter-temperaturas-acima-de-30c-nesta-semana-chuva-e-calor-atingem-maioria-das-capitais-do-brasil.html,positive,0.46303310990333557
575,575,Joven Pan,Previsão de altas temperaturas e chuvas impactam produção de soja no Brasil,Condição climática esperada pelas próximas semanas é favorável para produção de soja,2024-01-05 20:23:00,https://jovempan.com.br/noticias/brasil/previsao-de-altas-temperaturas-e-chuvas-impactam-producao-de-soja-no-brasil.html,positive,0.8481642007827759
